record,uuid,date,markers,vboost,hboost,hQC_FINAL,S1,S2,hAGE,hGender,S3r1,S3r2,S3r3,S3r4,S3r5,S3r6,S3r7,S3r8,S3r9,S4r1,S4r2,S4r3,S4r4,S4r5,S4r6,S5,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,S6r8,S6r9,S6r99,S6r100,S6a,S6b,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r11,S7r12,S7r13,S7r14,S7r15,S7r16,S7r99,S7r100,S7a,S8a,hMVPD,h_vMVPD,h_SVOD,S8b,PRIMARY_TV,S9,S10B,hSports,Q1,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Q3r8,Q3r9,Q3r10,Q3r11,Q3r12,Q3r13,Q3r14,Q3r15,Q3r16,Q3r17,Q3r18,Q3r19,Q3r20,Q3r21,Q3r22,Q3r23,Q3r24,Q3r25,Q3r26,Q3r27,Q3r28,Q3r29,Q3r30,Q3r31,Q3r32,Q3r33,Q3r34,Q3r35,Q3r36,Q3r37,Q3r38,Q3r39,Q3r40,Q3r41,Q3r42,Q3r43,Q3r44,Q3r45,Q3r46,Q3r47,Q3r48,Q3r49,Q3r50,Q3r51,Q3r52,Q3r53,Q3r54,Q3r55,Q3r56,Q3r57,Q3r58,Q3r59,Q3r60,Q3r61,Q3r62,Q3r63,Q3r64,Q3r65,Q3r66,Q3r67,Q3r68,Q3r69,Q3r70,Q3r71,Q3r99,QC_FLAG_1,Q4,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,QC_FLAG_2,Q6,Q7,MD_Version,MD_1best,MD_1worst,MD_2best,MD_2worst,MD_3best,MD_3worst,MD_4best,MD_4worst,MD_5best,MD_5worst,MD_6best,MD_6worst,MD_7best,MD_7worst,MD_8best,MD_8worst,MD_9best,MD_9worst,MD_10best,MD_10worst,MD_11best,MD_11worst,MD_12best,MD_12worst,MD_13best,MD_13worst,MD_14best,MD_14worst,MD_15best,MD_15worst,MD_16best,MD_16worst,MD_17best,MD_17worst,MD_18best,MD_18worst,MD_19best,MD_19worst,MD_20best,MD_20worst,MD_Timer,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r8,Q10r1,Q10r2,Q12,S10r1,S10r2,S10r3,S10r4,S10r5,S10r6,S10r7,S10r8,S10r9,S10r10,S10r11,S10r12,S10r13,S10r14,S10r15,S10r16,S10r17,S10r18,S10r19,S10r20,S10r21,S10r22,S10r23,S10r24,S10r99,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r99,Q13r100,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r99,Q14r100,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q15r99,Q16,Q17,Q18r1,Q18r2,Q18r3,Q18r4,Q18r5,QC_FLAG_3,Q19r1,Q19r2,Q20,Q22,Q23,Q24,Q26,vlist,qtime,vos,vbrowser,vmobiledevice,vmobileos,start_date,vdropout,cov_TV_usage,smart_TV,MD_Cluster_3,MD_Cluster_4,MD_Cluster_5
9658,87fazwdde7b35xgu,10-Sep-23,"qualified,/gen_pop_dtv/DTV_SAT_USERS,/MD_Maxdiff/ver_25,/overall",1,0,0,64,1,3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,110,1,2,1,2,6,1,1,2,2,8,5,9,9,9,5,5,1,1,1,1,1,1,1,1,1,1,4,1,3,3,1,1,1,3,1,1,3,2,1,1,1,3,2,4,4,3,3,1,3,2,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,4,4,2,1,6,5,5,5,5,5,4,1,5,5,25,25,65,10,23,34,12,27,49,35,9,64,6,36,46,53,47,11,5,31,66,21,24,14,44,33,8,40,15,70,42,37,62,28,58,29,69,61,6,14,4,5.54, ,3,1,4, , ,5,2,0,1,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , ,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,5,3,6,1,1,1,3,2,6,1,3,4,2,2,2,1,1145.25,4,10,5,6,10-Sep-23, ,1,1,2,4,5
9662,fyy7ccu2xm211g5a,10-Sep-23,"qualified,ver_110,/gen_pop_svod/SVOD_ONLY_USERS,/MD_Maxdiff/ver_",1,0,0,32,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,50, ,1,1,2, , ,1,2,2, , , , , , , ,5,5,3,5,3,4,5,4,4,4,5,3,4,5,4,4,5,2,3,4,4,5,4,4,4,4,3,5,5,5,4,5,5,4,5,4,4,4,4,5,3,5,4,4,4,5,5,3,5,5,4,4,4,5,5,4,5,4,4,3,2,5,4,4,5,4,4,4,4,4,5,2,1, , , , , , , , , ,8,110,51,52,17,44,5,64,43,31,67,48,36,6,49,39,60,33,18,7,46,58,4,19,15,13,71,51,38,69,68,62,61,7,50,26,53,17,48,35,37,21,1.4,4,2, ,5,1,3, , ,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0, , , , ,0, , ,1,0, , , , , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,6,1,3,4,3,2,6,3,3,1,2,1,1,1,551.97,12,13,1,1,10-Sep-23, ,4,1,1,2,4
9667,pan7rjc5rcmd8yw5,10-Sep-23,"qualified,/gen_pop_dtv/DTV_SAT_USERS,/MD_Maxdiff/ver_196,/overal",1,0,0,24,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,35,1,2,1,2,6,1,2,2,2,7,6,8,7,7,5,5,3,2,3,3,2,3,3,4,2,2,3,3,2,3,3,3,4,3,3,4,3,2,3,2,3,3,3,4,3,3,3,3,4,4,3,4,3,4,3,3,3,2,3,2,3,2,3,3,2,3,3,3,4,5,5,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,1,9,7,7,8,6,7,4,1,8,7,196,19,69,34,47,3,16,14,9,26,22,18,59,30,60,38,62,56,8,32,2,24,5,39,68,52,61,28,42,20,66,54,46,58,4,17,40,34,69,71,38,8.6,3, ,1, ,2,5, ,4,0,1,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0, ,0, ,0,0,0,0,0,1, ,0, , ,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,7,3,4,3,5,5,3,2,5,3,2,4,2,2,4,1,1677.88,4,12,5,6,10-Sep-23, ,1,1,2,4,1
9671,2x87wr3gsdbkez28,10-Sep-23,"qualified,/MD_Maxdiff/ver_191,ver_191,/overall/qual,/overall/gen",1,0,0,29,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,50, ,1,1,2, , ,2,1,1, , , , , , , ,2,2,2,2,2,2,2,3,2,2,4,3,4,4,2,2,5,4,2,3,4,4,2,1,3,5,3,5,3,3,3,4,5,3,3,3,3,3,4,2,2,2,2,2,2,5,1,2,3,3,3,3,2,4,3,4,5,4,2,2,2,3,4,4,2,4,2,2,4,3,4,2,1, , , , , , , , , ,10,191,61,3,32,6,70,36,14,13,26,65,46,1,67,12,64,43,56,47,39,41,22,8,21,60,31,36,63,23,54,16,46,42,10,35,33,70,27,59,68,5,5.4,1,3, , , ,5,2,4,1,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0, , , , , , ,0,0,1, , , , , ,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0, ,2,6,5,1,1,3,2,6,5,4,1,2,1,1,1,949.5,12,13,1,1,10-Sep-23, ,4,0,2,4,1
9679,2wqzawddh37t7vtd,10-Sep-23,"qualified,/MD_Maxdiff/ver_161,ver_161,/gen_pop_svod/SVOD_ONLY_US",1,0,1,31,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15, ,1,1,2, , ,2,2,2, , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0, , , , , , , , , ,6,161,52,65,39,69,11,58,9,10,13,57,2,19,56,42,64,62,63,12,27,25,41,50,29,48,31,35,33,53,1,59,36,66,4,51,61,20,70,43,58,24,1.83,1,2,5,4,3, , , ,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, , ,0, ,0, , , , , , , , , ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,5,6,1,6,3,2,5,4,2,4,2,2,1,1,502.59,13,10,5,6,10-Sep-23, ,4,1,1,2,4
9681,zbh2h4958mv78gdg,10-Sep-23,"qualified,ver_2,/overall/qual,/MD_Maxdiff/ver_2,/gen_pop_samp/ge",1,0,0,25,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,5, ,2,1,2,2,1,2,1,1,10,3,10,10,10,3,10,1,1,2,4,1,2,1,1,1,2,5,3,1,3,1,1,1,4,3,3,2,3,2,4,5,5,2,1,5,2,5,5,2,5,5,2,2,1,4,1,5,1,3,5,1,3,3,4,1,1,3,4,2,3,5,3,5,1,1,3,4,2,5,1,2,3,1,1,3,2,2,2,1,10,5,10,10,5,10,4,1,10,4,2,15,56,24,13,70,17,68,26,62,6,43,52,28,1,31,27,7,53,50,12,71,19,40,23,8,47,55,16,29,22,11,59,38,4,51,60,13,68,21,30,8.33,4,3, ,2, , ,1,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,4,6,6,6,5,3,2,6,5,2,4,1,2,6,1,1671.93,14,10,1,2,10-Sep-23, ,2,0,1,2,4
9682,74ehbzn95xur4y3a,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/MD_Maxdiff/ver_148,/ove",1,0,0,22,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,50, ,1,1,2, , ,2,1,1, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5,1,5,3,3,3,1,5,1,1,3,3,3,2,3,3,3,4,5,1,4,4,3,1,3,3,1,1,1,1,1,3,1,2,4,3,3,3,1,5,5,3,5,3,1,1,5,1,3,3,1,1,1,3,1,4,4,2,1, , , , , , , , , ,5,148,64,5,28,18,17,21,52,7,25,38,53,43,15,26,50,13,10,27,66,23,63,36,46,39,14,56,9,64,4,62,49,22,70,68,3,12,42,58,14,2,13.77, ,5,1, ,3, ,4,2,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0, , ,0, ,0, ,0,0,0,0, ,0, , ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0, ,1,2,6,6,4,3,2,6,6,2,4,1,2,98,1,3463.33,4,10,5,6,10-Sep-23, ,4,0,1,2,4
9686,5qdu14bfdwj15x6p,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/gen_pop_s",1,0,0,32,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,25, ,1,1,2, , ,1,1,1, , , , , , , ,2,2,2,4,2,3,2,3,2,4,5,2,4,3,4,2,3,5,4,4,4,4,2,3,4,5,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,2,2,3,2,3,2,4,1,3,4,4,3,4,3,4,4,3,3,2,4,4,4,4,2,2,2,2,4,4,4,2,1, , , , , , , , , ,6,34,11,9,64,47,54,1,20,34,13,41,63,17,10,5,30,2,15,23,26,47,35,65,39,43,33,32,38,6,52,66,70,3,61,44,18,62,13,1,20,23,8.19,2, ,3,1, ,4, ,5,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0, , ,0, ,0,1,0,0, ,0, , ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,6,5,1,1,3,2,6,2,1,4,1,2,2,1,1069.71,14,10,1,2,10-Sep-23, ,4,1,2,4,5
9690,breqe81e2g90nerz,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD_Maxdif",1,0,1,19,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,40, ,1,1,2, , ,2,1,1, , , , , , , ,3,2,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,0, , , , , , , , , ,5,55,1,16,29,63,48,39,5,8,34,2,14,26,17,31,64,61,69,53,4,24,32,50,19,71,55,47,54,58,22,35,62,45,30,10,13,60,28,3,52,24,18.58,1,4,2, ,3,5, , ,0,1,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,5,5,1,5,3,2,5,5,1,4,1,2,6,1,1992.57,12,11,1,1,10-Sep-23, ,4,1,3,1,2
9696,6gwrq116vr3bwuwf,10-Sep-23,"qualified,ver_80,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD",1,0,0,33,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,150, ,1,1,2,21,2,1,1,1, , , , , , , ,1,1,1,1,1,1,1,1,5,4,5,4,3,4,5,1,4,4,4,5,5,3,1,1,5,5,5,5,5,5,4,4,4,3,4,3,4,4,3,5,1,1,1,1,1,5,4,4,5,4,4,5,5,4,5,4,4,5,1,1,5,4,4,5,1,1,1,1,5,4,5,2,1, , , , , , , , , ,6,80,29,5,58,24,18,45,34,60,70,51,31,65,21,4,17,44,27,41,37,12,11,13,57,46,48,26,71,67,56,29,25,62,63,10,12,42,54,2,28,3,3.48,2, ,3,5,4,1, , ,0,1,6,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0, , , , , , , ,1,1, , , , , ,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,5,2,6,5,5,1,3,2,6,5,1,4,1,1,5,1,689.94,14,10,1,2,10-Sep-23, ,4,1,2,4,5
9699,jzb50n4qg7cq4s5y,10-Sep-23,"qualified,/gen_pop_dtv/DTV_SAT_USERS,/overall/qual,/gen_pop_samp",1,0,0,30,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,1,2,1,2,6,1,1,4,2,6,7,5,6,6,4,7,5,4,2,5,4,3,4,4,3,4,5,5,4,5,4,4,4,4,4,4,5,4,4,1,5,3,5,4,4,3,5,3,4,5,4,4,5,5,5,3,4,1,3,5,5,3,4,4,4,4,4,5,3,4,5,4,4,5,3,4,3,4,4,5,5,4,4,5,4,4,3,2,1,7,7,8,5,7,5,4,1,6,7,36,54,1,61,45,16,52,51,58,43,9,22,39,27,65,31,8,14,50,44,15,28,40,41,70,7,2,23,18,71,42,17,55,60,10,45,37,12,62,63,2,5.66, ,1,4,3, ,5,2, ,1,0,7,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0, , ,0,0, ,0, , , ,0, , ,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,4,4,6,3,3,2,3,2,6,3,2,1,2,1,1,1,1215.71,4,10,5,6,10-Sep-23, ,1,1,1,2,4
9701,qpm1k9p6f471cjz1,10-Sep-23,"qualified,ver_84,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/ge",1,0,0,20,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,40, ,1,1,2, , ,2,1,1, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,4,1,4,1,1,1,1,3,1,1,3,5,3,1,1,1,1,5,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1, , , , , , , , , ,5,84,29,48,11,12,21,3,60,70,7,6,36,57,46,54,16,14,43,45,61,30,17,48,5,71,63,58,28,22,52,10,14,66,4,57,26,8,21,36,51,23,3.68,5,4,1,2, ,3, , ,0,1,3,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0, , ,0, , , ,0, , , , , ,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,9,3,6,5,3,2,3,2,6,2,4,4,1,2,2,1,994.13,14,10,1,2,10-Sep-23, ,4,1,1,2,4
9702,zf18070ru36yapkm,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,ver_30,/ge",1,0,1,29,2,1,2,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,50, ,1,1,2, , ,2,2,2, , , , , , , ,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,3,5,5,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0, , , , , , , , , ,8,30,37,13,70,69,25,57,54,14,20,26,64,27,22,8,5,61,60,59,71,66,23,34,52,10,18,4,46,49,67,35,45,43,44,9,29,56,16,21,13,60,2.06, ,2, ,4,1,3,5, ,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0, ,0, , ,1, , ,1,1, , ,0, , ,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0, ,3,5,6,5,5,3,2,6,4,2,1,1,1,1,1,517.62,12,11,1,1,10-Sep-23, ,4,0,1,2,4
9705,df56v91x4eqs4gr0,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD_Maxdif",1,0,1,29,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,50, ,1,1,2, , ,2,1,1, , , , , , , ,1,1,1,1,1,1,1,1,3,5,5,5,5,5,3,1,5,5,4,4,4,5,1,1,5,5,5,5,5,5,3,5,1,5,5,5,5,5,4,1,1,1,1,1,1,5,1,5,5,5,5,5,1,5,5,5,5,5,1,1,5,3,5,5,1,1,1,1,5,5,5,2,1, , , , , , , , , ,10,14,20,68,11,23,21,24,71,43,18,8,49,44,17,1,12,66,31,53,57,9,20,59,26,16,27,6,39,41,25,65,30,29,36,62,70,68,17,32,46,2,28.04, , ,3,1,2,4, ,5,0,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, , , , , , , , ,1,0,0, , , ,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,1,5,5,1,3,5,1,5,5,2,1,1,1,1,1,2573.61,14,10,1,2,10-Sep-23, ,4,1,2,4,5
9707,rjjjnm2hectrg86z,10-Sep-23,"qualified,ver_42,/MD_Maxdiff/ver_42,/overall/qual,/gen_pop_samp/",1,0,0,31,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,300, ,2,1,2,2,1,1,2,2,6,7,7,7,7,7,7,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,2,1,7,8,7,8,8,8,4,1,7,8,42,38,47,18,8,30,1,29,66,56,3,15,7,33,23,54,61,52,27,19,12,49,59,53,62,57,6,28,16,37,21,38,50,17,45,30,5,61,32,13,67,13.05,5, ,3,1, , ,4,2,0,1,7,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0, , , , ,0, , ,0,0, , , , , ,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,2,3,6,5,1,1,3,2,6,5,2,1,1,1,1,1,2897.21,14,10,1,2,10-Sep-23, ,2,1,2,4,1
9708,9b9paxn4w33w6ufk,10-Sep-23,"qualified,ver_3,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD_",1,0,0,23,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,30, ,1,1,2, , ,2,1,1, , , , , , , ,1,1,1,1,1,1,1,1,1,1,4,3,5,3,3,1,1,5,4,3,5,5,1,1,5,4,3,5,3,4,4,5,5,5,4,4,2,4,2,3,1,1,1,1,1,2,1,4,1,2,1,4,3,5,5,4,5,3,1,1,3,1,5,4,1,2,1,1,2,4,4,2,1, , , , , , , , , ,6,3,17,39,63,1,71,12,18,9,53,36,26,10,57,4,54,51,59,39,22,69,33,2,56,24,70,47,11,45,34,15,48,40,58,35,28,50,55,6,33,68,3.94, ,3,2, , ,4,5,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0, , , , , , , ,0, ,1, , , , ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, ,1,2,2,2,3,3,2,6,1,2,4,1,2,6,1,770.38,4,10,5,6,10-Sep-23, ,4,0,3,1,2
9710,jz2mhust88fvdcf6,10-Sep-23,"qualified,ver_93,/overall/qual,/MD_Maxdiff/ver_93,/gen_pop_samp/",1,0,0,34,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,150, ,2,1,2,5,1,2,2,2,9,8,5,9,10,3,4,2,2,1,4,2,3,2,2,3,4,4,1,4,3,2,1,3,5,3,3,2,2,2,1,1,2,3,3,1,3,2,2,4,3,2,2,3,3,2,3,2,2,2,1,1,1,1,2,1,2,4,3,2,4,3,3,3,4,2,2,4,1,3,2,2,3,2,2,2,2,3,2,1,7,6,7,8,6,8,4,1,6,6,93,57,53,15,39,28,4,9,27,55,12,52,2,19,3,40,49,68,46,33,26,51,59,56,27,11,32,58,35,17,62,57,6,9,24,56,66,34,64,61,65,6.22, ,5,2,3, ,1,4, ,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0, , ,1, ,0,1,1, , ,0, , ,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0, ,2,6,2,1,1,3,2,6,5,2,4,2,2,6,1,8915.67,14,10,3,2,10-Sep-23, ,2,0,3,1,1
9715,j7t67c3hcw9r3pbw,10-Sep-23,"qualified,/MD_Maxdiff/ver_160,ver_160,/overall/qual,/gen_pop_sam",1,0,0,30,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,150, ,2,1,2,2,1,2,1,1,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,10,10,10,10,10,10,4,1,10,10,160,56,4,28,49,29,61,14,12,21,40,11,2,1,67,53,10,23,47,66,52,59,71,32,8,2,69,44,34,54,57,48,50,15,49,1,39,19,17,64,6,4.17, ,4,3,2,5, ,1, ,1,0,6,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0, ,0, , ,0, , ,0, ,0, ,0, , ,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,4,3,6,6,1,1,3,2,6,6,1,1,2,1,1,1,1200.09,4,10,5,6,10-Sep-23, ,2,1,1,3,3
