record,uuid,date,markers,vboost,hboost,hQC_FINAL,S1,S2,hAGE,hGender,S3r1,S3r2,S3r3,S3r4,S3r5,S3r6,S3r7,S3r8,S3r9,S4r1,S4r2,S4r3,S4r4,S4r5,S4r6,S5,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,S6r8,S6r9,S6r99,S6r100,S6a,S6b,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r11,S7r12,S7r13,S7r14,S7r15,S7r16,S7r99,S7r100,S7a,S8a,hMVPD,h_vMVPD,h_SVOD,S8b,PRIMARY_TV,S9,S10B,hSports,Q1,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Q3r8,Q3r9,Q3r10,Q3r11,Q3r12,Q3r13,Q3r14,Q3r15,Q3r16,Q3r17,Q3r18,Q3r19,Q3r20,Q3r21,Q3r22,Q3r23,Q3r24,Q3r25,Q3r26,Q3r27,Q3r28,Q3r29,Q3r30,Q3r31,Q3r32,Q3r33,Q3r34,Q3r35,Q3r36,Q3r37,Q3r38,Q3r39,Q3r40,Q3r41,Q3r42,Q3r43,Q3r44,Q3r45,Q3r46,Q3r47,Q3r48,Q3r49,Q3r50,Q3r51,Q3r52,Q3r53,Q3r54,Q3r55,Q3r56,Q3r57,Q3r58,Q3r59,Q3r60,Q3r61,Q3r62,Q3r63,Q3r64,Q3r65,Q3r66,Q3r67,Q3r68,Q3r69,Q3r70,Q3r71,Q3r99,QC_FLAG_1,Q4,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,QC_FLAG_2,Q6,Q7,MD_Version,MD_1best,MD_1worst,MD_2best,MD_2worst,MD_3best,MD_3worst,MD_4best,MD_4worst,MD_5best,MD_5worst,MD_6best,MD_6worst,MD_7best,MD_7worst,MD_8best,MD_8worst,MD_9best,MD_9worst,MD_10best,MD_10worst,MD_11best,MD_11worst,MD_12best,MD_12worst,MD_13best,MD_13worst,MD_14best,MD_14worst,MD_15best,MD_15worst,MD_16best,MD_16worst,MD_17best,MD_17worst,MD_18best,MD_18worst,MD_19best,MD_19worst,MD_20best,MD_20worst,MD_Timer,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r8,Q10r1,Q10r2,Q12,S10r1,S10r2,S10r3,S10r4,S10r5,S10r6,S10r7,S10r8,S10r9,S10r10,S10r11,S10r12,S10r13,S10r14,S10r15,S10r16,S10r17,S10r18,S10r19,S10r20,S10r21,S10r22,S10r23,S10r24,S10r99,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r99,Q13r100,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r99,Q14r100,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q15r99,Q16,Q17,Q18r1,Q18r2,Q18r3,Q18r4,Q18r5,QC_FLAG_3,Q19r1,Q19r2,Q20,Q22,Q23,Q24,Q26,vlist,qtime,vos,vbrowser,vmobiledevice,vmobileos,start_date,vdropout,cov_TV_usage,smart_TV,MD_Cluster_3,MD_Cluster_4,MD_Cluster_5
9548,ft52djmy44jzyk1d,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,ver_30,/ge",1,0,0,33,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,20, ,1,1,2, , ,1,1,1, , , , , , , ,3,1,5,5,4,1,5,5,1,1,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,3,4,4,4,5,3,5,4,4,2,4,2,5,5,4,3,3,1,1,3,5,5,5,5,4,4,1,5,3,1,3,5,3,5,5,3,2,1, , , , , , , , , ,10,30,13,40,70,16,57,25,17,47,26,12,27,64,21,62,48,5,60,65,7,66,23,36,53,6,18,2,49,51,35,67,45,43,68,42,29,56,40,21,13,60,4.11, ,1,3, , ,4,2,5,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1, , , ,1, , ,1,1, , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,3,6,6,6,1,3,2,6,5,2,1,2,1,1,1,711.41,14,10,1,2,10-Sep-23, ,4,0,3,2,1
9549,9cf6nz85m7sb0tjx,10-Sep-23,"qualified,ver_122,/overall/qual,/MD_Maxdiff/ver_122,/gen_pop_sam",1,0,0,28,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,60, ,2,1,2,2,1,2,2,2,6,8,5,9,5,5,5,4,3,3,5,3,3,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,3,3,3,5,5,4,5,5,5,3,2,5,4,5,3,5,3,2,3,5,5,5,4,5,5,5,4,2,2,2,5,2,5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,5,5,5,2,1,9,10,10,10,10,10,4,1,10,10,122,11,7,53,27,70,68,71,63,12,66,47,15,52,24,28,37,67,32,17,44,13,58,36,39,40,48,33,26,18,41,57,10,7,8,1,60,68,34,6,9,5.52,5,4,2,1, , , ,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0, , ,1, , , ,0, , ,0, , ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0, ,1,4,5,1,5,3,2,6,4,1,1,1,2,2,1,1029.26,14,10,1,2,10-Sep-23, ,2,0,1,2,4
9557,t9maafn7jfgc4zhn,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/MD_Maxdiff/ver_169,/ove",1,0,0,29,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5, ,1,1,2, , ,2,1,1, , , , , , , ,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,2,3,5,3,3,2,4,3,3,3,2,2,3,3,3,3,3,2,1, , , , , , , , , ,5,169,37,9,52,56,26,60,67,40,8,25,22,70,58,42,55,49,18,12,64,50,51,11,8,70,38,22,33,63,61,43,37,39,48,32,41,28,71,68,63,59,0.82,4,5, , ,3, ,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0, , ,0,0, ,0,1,0, ,0,0, ,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0, ,1,6,6,1,5,3,2,6,4,2,4,1,2,1,1,395.83,14,10,1,2,10-Sep-23, ,4,0,1,2,4
9558,ndwpgt8jm25encs1,10-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,ver_44,/overall/qual,/MD",1,0,0,33,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,100, ,1,1,2, , ,1,1,1, , , , , , , ,4,4,5,4,3,3,4,4,5,4,5,4,3,5,4,4,5,3,5,4,5,5,3,2,5,5,4,4,4,3,4,4,5,3,4,5,5,4,5,3,3,3,5,5,3,3,2,4,4,5,4,5,3,4,5,3,5,5,4,3,4,5,4,4,5,4,3,5,4,4,4,2,1, , , , , , , , , ,8,44,25,1,29,6,63,40,9,20,68,21,54,10,33,52,14,35,64,41,57,5,28,17,22,59,34,44,62,55,33,12,71,60,2,53,24,56,8,68,43,32,7.29,2, ,4,5,1, ,3, ,0,1,7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, , , , ,0, , , ,1, , , , , ,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,4,5,6,1,1,3,2,6,2,4,1,2,1,2,1,1516.83,14,10,1,2,10-Sep-23, ,4,1,3,1,2
9571,3t28czsmqb80jman,10-Sep-23,"qualified,ver_93,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD",1,0,0,32,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7, ,1,1,2, , ,1,3,2, , , , , , , ,2,3,3,3,4,3,3,2,3,2,4,3,2,4,3,2,2,3,4,4,3,2,2,3,4,4,3,4,2,4,3,2,3,3,2,2,3,4,2,5,3,2,3,1,4,3,3,2,2,2,4,3,3,3,2,3,3,2,3,1,4,2,4,2,3,4,3,2,3,2,4,2,1, , , , , , , , , ,3,93,44,57,48,39,63,4,42,9,7,12,37,2,19,47,10,40,13,43,33,1,21,71,18,69,11,32,50,36,70,67,57,6,9,23,56,31,64,34,65,61,3.27,5,3,4, , , ,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,3,5,5,3,2,3,2,5,4,2,1,2,2,1,1,812.38,12,11,1,1,10-Sep-23, ,4,1,3,2,4
9577,9fzz6tfbybbrpebm,10-Sep-23,"qualified,ver_115,/MD_Maxdiff/ver_115,/gen_pop_svod/SVOD_ONLY_US",1,0,0,28,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,40, ,1,1,2, , ,2,1,1, , , , , , , ,3,2,1,2,1,1,2,1,3,2,4,3,1,3,1,3,3,5,3,3,3,5,4,2,3,2,3,4,3,5,2,2,3,3,4,3,3,4,3,1,1,2,3,2,2,4,2,3,5,2,3,3,3,2,3,4,4,4,3,3,4,2,3,5,2,4,2,2,3,3,4,2,1, , , , , , , , , ,8,115,42,36,65,7,26,20,21,25,52,35,66,28,18,39,55,42,48,34,54,43,68,47,50,15,23,32,30,9,71,14,29,37,67,36,13,6,1,11,22,24,5.72,1, ,2,5, ,4, ,3,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0, ,0, , ,1, , , ,1, , ,1, , ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,2,6,3,1,2,3,2,6,4,3,1,1,1,2,1,1288.93,12,13,1,1,10-Sep-23, ,4,1,1,3,3
9584,53cw4fhxu922d9rq,10-Sep-23,"qualified,ver_87,/overall/qual,/overall/genPop,/gen_pop_samp/gen",1,0,0,31,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,99,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,300, ,2,1,2,11,1,1,1,1,7,8,7,7,8,7,7,2,2,2,2,2,2,3,4,4,3,4,3,3,4,4,4,4,3,4,4,3,2,2,2,3,3,4,4,3,4,4,4,3,4,3,4,4,3,3,4,2,2,3,4,2,4,3,4,3,3,4,4,3,5,4,4,4,3,4,2,4,2,4,4,2,2,2,2,4,4,4,2,1,8,7,9,7,8,8,4,1,7,5,87,17,32,54,3,33,6,19,41,58,69,64,2,44,23,28,42,65,36,46,1,14,67,20,4,21,6,71,60,37,45,30,5,48,55,49,3,38,24,57,16,6.02, ,4, ,5,3, ,1,2,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, , , , ,0, , , ,0, , , , , ,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,4,5,5,6,1,5,3,2,6,3,2,4,2,1,2,1,1370.27,14,10,1,2,10-Sep-23, ,4,1,2,4,5
9587,4axqggjwbpj6dtfz,10-Sep-23,"qualified,ver_134,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/M",1,0,0,32,2,1,2,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,20, ,1,1,2, , ,2,1,1, , , , , , , ,3,3,3,3,3,3,3,3,2,3,3,2,3,4,3,3,3,2,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1, , , , , , , , , ,7,134,26,47,68,24,14,67,7,34,23,53,2,13,65,15,54,27,3,10,41,12,5,1,62,36,59,70,11,16,30,53,29,35,21,20,17,19,56,39,3,4,7.57, , ,4,1,5,2, ,3,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0, , , ,0, , ,0,0, , ,0, , ,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0, ,3,5,6,4,5,3,2,5,2,2,1,2,1,5,1,5343.58,4,10,5,6,10-Sep-23, ,4,0,1,3,3
9589,b4zcpmtv8gusfmcr,10-Sep-23,"qualified,/MD_Maxdiff/ver_62,/gen_pop_svod/SVOD_ONLY_USERS,ver_6",1,0,0,33,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,75, ,1,1,2, , ,1,1,1, , , , , , , ,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , ,0,62,20,41,46,14,18,60,13,42,32,8,11,5,29,9,71,51,36,66,26,59,55,38,28,4,50,23,31,39,22,65,70,34,20,5,14,6,50,3,21,16,10.4,2, , ,5,1,3, ,4,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , , , ,1, , , , , ,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0, ,2,5,5,1,2,3,2,5,5,1,4,1,2,1,1,1368.79,14,10,1,2,10-Sep-23, ,4,0,2,4,5
9595,kqey7e0ywu645tqf,10-Sep-23,"qualified,ver_94,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/ge",1,0,0,30,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40, ,1,1,2, , ,1,2,2, , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,2,1, , , , , , , , , ,10,94,69,4,61,62,1,10,5,27,26,60,47,52,15,41,49,61,16,43,37,38,69,70,12,57,40,3,19,68,39,2,17,44,28,50,51,49,32,6,71,13,1.31,4, ,5,3,2, ,1, ,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,1,5,3,5,2,3,2,3,2,2,4,1,1,1,1,411.03,14,10,1,2,10-Sep-23, ,4,0,1,2,4
9600,2afm5n7m7fdzw1r8,10-Sep-23,"qualified,/MD_Maxdiff/ver_109,ver_109,/gen_pop_svod/SVOD_ONLY_US",1,0,0,23,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,25, ,1,1,2, , ,1,1,1, , , , , , , ,2,1,1,1,1,2,2,1,3,2,5,5,3,5,3,1,3,5,5,5,3,5,3,1,5,3,2,5,5,5,3,2,5,5,3,2,5,5,4,2,2,1,2,1,1,4,2,1,1,3,4,5,2,5,3,3,5,3,1,1,5,3,5,5,1,1,1,2,3,2,2,2,1, , , , , , , , , ,6,109,56,67,37,3,15,24,25,44,17,50,14,9,63,70,32,47,69,59,30,40,34,45,57,65,12,53,31,5,46,36,39,7,22,2,64,42,26,6,18,3,26.59,3,5,4,2,1, , , ,0,1,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0, , ,0,0,0,0,0, , , , , ,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,5,3,6,3,1,3,3,2,6,3,2,4,3,2,6,1,3629.67,13,10,5,6,10-Sep-23, ,4,1,2,4,5
9603,vrzj1kgefe9t7jvc,10-Sep-23,"qualified,ver_96,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/ge",1,0,0,20,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,50, ,1,1,2, , ,2,1,1, , , , , , , ,3,1,1,4,2,1,2,4,1,3,5,5,3,4,5,1,5,4,5,4,3,5,3,2,3,4,2,5,4,4,4,1,5,4,3,4,5,5,5,3,3,2,4,2,1,4,1,4,4,4,3,5,5,4,5,3,3,3,4,3,3,4,5,4,1,3,1,1,4,3,4,2,1, , , , , , , , , ,6,96,12,3,14,19,64,58,22,6,29,2,38,46,50,43,60,7,31,24,18,63,37,8,32,46,17,45,39,67,56,10,70,26,11,3,25,7,12,65,41,42,7.32,3,4,5,1, , , ,2,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0, , ,0, ,0,0, ,0, , , , , , ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0, ,1,4,6,1,4,3,2,6,2,3,4,1,2,1,1,1251.44,12,10,1,1,10-Sep-23, ,4,0,2,4,5
9604,e0qxqyqrgyfy3fb3,10-Sep-23,"qualified,ver_96,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/ge",1,0,0,31,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14, ,1,1,2, , ,1,2,2, , , , , , , ,4,4,3,4,3,3,3,4,3,3,5,4,4,5,5,4,4,3,4,5,4,4,4,3,4,4,4,5,5,4,5,4,5,4,2,5,5,5,3,4,4,5,5,4,3,5,3,3,2,4,3,5,5,5,4,5,4,5,4,3,4,4,5,4,3,3,4,4,2,4,5,2,1, , , , , , , , , ,9,96,37,69,14,34,21,64,13,6,29,35,9,16,50,4,15,47,31,24,18,63,8,51,66,32,29,45,58,1,54,20,57,70,11,49,33,7,62,65,42,53,10.56,2,3,5,1, , , ,4,0,1,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0, , , , , , , ,1,0, , ,0, , ,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,3,6,4,2,1,3,2,6,3,1,4,1,2,1,1,1623.37,14,10,1,2,10-Sep-23, ,4,1,3,1,2
9607,45u5txfvvmq662vr,10-Sep-23,"qualified,/MD_Maxdiff/ver_200,/gen_pop_svod/SVOD_ONLY_USERS,ver_",1,0,0,32,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,60, ,1,1,2, , ,2,1,1, , , , , , , ,4,2,3,2,2,2,2,2,3,3,4,2,4,2,5,2,2,5,5,3,4,4,2,2,4,4,3,5,4,2,4,3,4,4,3,5,4,3,4,4,2,1,2,2,1,5,4,3,3,3,3,4,2,2,3,4,4,4,2,1,4,2,5,5,2,2,2,2,4,4,4,2,1, , , , , , , , , ,8,200,70,29,50,9,61,27,63,65,22,34,71,32,25,33,26,17,52,54,49,18,48,2,66,14,56,53,26,12,68,64,11,35,38,58,36,28,9,43,61,2,3.25,4,5,3, ,1,2, , ,0,1,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0, ,1, , ,0, , ,0,1,0, ,0, , ,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5,2,4,4,2,3,3,2,5,3,2,1,1,2,5,1,1103.97,14,10,1,2,10-Sep-23, ,4,1,1,2,4
9609,mk92jh33b4pkmkg0,10-Sep-23,"qualified,/MD_Maxdiff/ver_142,/gen_pop_svod/SVOD_ONLY_USERS,/ove",1,0,1,28,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,80, ,1,1,2, , ,1,2,2, , , , , , , ,4,4,4,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,5,4,4,5,5,4,0, , , , , , , , , ,8,142,22,5,30,6,28,2,7,62,69,53,44,60,71,37,11,12,43,14,41,25,33,66,19,70,23,42,26,30,13,22,67,61,55,59,31,63,68,11,56,16,2.32,1, ,4,2,5, ,3, ,1,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0, ,0, , ,0, , ,0,1, , ,1, , ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,6,4,1,1,3,2,6,1,2,1,2,1,1,1,721.29,14,10,1,2,10-Sep-23, ,4,1,1,2,4
9612,veqf7xegkyww507f,10-Sep-23,"qualified,ver_167,/MD_Maxdiff/ver_167,/gen_pop_svod/SVOD_ONLY_US",1,0,0,22,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,75, ,1,1,2, , ,2,1,1, , , , , , , ,3,5,2,2,3,2,3,3,2,3,4,3,5,4,5,3,5,5,5,5,3,3,2,2,4,5,5,3,3,5,5,3,2,2,3,3,5,5,5,4,3,2,3,3,3,4,2,5,5,5,3,5,2,3,2,3,5,4,3,3,5,2,4,5,5,3,2,2,5,4,5,2,1, , , , , , , , , ,9,167,17,6,30,34,29,22,26,54,63,47,25,3,52,16,11,12,19,51,70,43,53,55,69,27,67,4,37,54,2,13,30,36,17,56,20,24,61,9,60,66,7.46,4,5,1, , ,3,2, ,1,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0, , ,0, ,0,1,0,0, ,1, , ,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0, ,3,5,2,4,3,3,2,5,4,4,4,1,1,1,1,2878.08,14,10,1,2,10-Sep-23, ,4,0,1,2,4
9642,ws5j1cp8zwm2zj70,10-Sep-23,"qualified,ver_129,/overall/qual,/gen_pop_samp/genAGE_4,/MD_Maxdi",1,0,1,24,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,50, ,2,1,2,2,1,1,1,1,7,6,3,5,1,7,8,1,4,3,5,2,2,5,4,5,5,2,5,5,3,5,3,4,3,5,5,2,5,3,5,3,2,4,5,4,5,5,4,5,3,4,5,4,3,1,4,1,4,5,5,3,2,5,3,5,3,5,5,5,3,5,5,4,3,3,3,3,3,5,5,5,3,5,5,3,3,5,1,0,8,10,9,10,9,10,4,1,6,10,129,52,16,29,7,17,45,69,34,55,36,37,9,38,70,10,42,53,40,26,63,4,27,12,15,44,6,71,3,66,41,49,51,21,8,22,30,25,34,55,16,1.83,4, ,1, ,5,2, ,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0, , ,0, , , , ,0, ,0, ,1, , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,5,5,2,2,3,2,5,4,1,4,1,2,1,1,455.47,12,11,1,1,10-Sep-23, ,2,1,3,2,1
9644,rdstq7536fnkuan3,10-Sep-23,"qualified,/MD_Maxdiff/ver_156,/overall/qual,/gen_pop_samp/genAGE",1,0,0,28,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,50, ,2,1,2,5,1,2,3,2,7,8,6,7,5,7,6,4,4,4,4,3,3,4,3,5,3,5,3,4,3,4,4,5,5,5,4,4,4,4,3,3,5,3,4,5,3,5,4,5,2,4,4,4,4,4,4,4,3,2,5,4,4,2,4,3,4,3,4,2,5,5,3,5,5,4,4,5,5,4,3,2,4,3,3,3,4,5,2,1,8,10,10,10,8,7,4,1,8,7,156,23,36,13,70,62,22,44,51,17,68,66,12,57,28,16,25,53,45,55,49,20,63,21,47,60,34,71,35,31,6,40,27,54,39,18,59,16,68,48,25,7.52, , ,2,1,3,4, ,5,1,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0, , ,0, , ,0,0, , ,0, , ,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,2,2,6,3,1,1,3,2,6,2,4,1,1,2,1,1,1230.55,12,11,1,1,10-Sep-23, ,2,1,1,3,3
